speaker_ID,sex,subset,length,origin_path
2836,F,train-clean-100,56560,train-clean-100/2836/5354/2836-5354-0050.flac
254,M,train-clean-100,56560,train-clean-100/254/127705/254-127705-0027.flac
1867,M,train-clean-100,56560,train-clean-100/1867/148436/1867-148436-0012.flac
1183,F,train-clean-100,56560,train-clean-100/1183/133255/1183-133255-0009.flac
6078,F,train-clean-100,56640,train-clean-100/6078/54007/6078-54007-0030.flac
1363,F,train-clean-100,56640,train-clean-100/1363/135842/1363-135842-0012.flac
669,F,train-clean-100,56640,train-clean-100/669/129061/669-129061-0033.flac
1970,F,train-clean-100,56640,train-clean-100/1970/10594/1970-10594-0029.flac
730,F,train-clean-100,56640,train-clean-100/730/358/730-358-0059.flac
3982,F,train-clean-100,56720,train-clean-100/3982/178459/3982-178459-0007.flac
2391,F,train-clean-100,56720,train-clean-100/2391/145015/2391-145015-0077.flac
4014,M,train-clean-100,56800,train-clean-100/4014/186176/4014-186176-0011.flac
1447,F,train-clean-100,56800,train-clean-100/1447/130551/1447-130551-0003.flac
6925,M,train-clean-100,56800,train-clean-100/6925/80680/6925-80680-0016.flac
4406,M,train-clean-100,56880,train-clean-100/4406/16882/4406-16882-0057.flac
1594,M,train-clean-100,56880,train-clean-100/1594/135914/1594-135914-0052.flac
4014,M,train-clean-100,56880,train-clean-100/4014/186176/4014-186176-0033.flac
6000,F,train-clean-100,56880,train-clean-100/6000/86686/6000-86686-0022.flac
1183,F,train-clean-100,56960,train-clean-100/1183/128659/1183-128659-0012.flac
322,F,train-clean-100,56960,train-clean-100/322/124146/322-124146-0023.flac
3240,M,train-clean-100,56960,train-clean-100/3240/131231/3240-131231-0006.flac
2289,M,train-clean-100,56960,train-clean-100/2289/152258/2289-152258-0015.flac
4014,M,train-clean-100,57040,train-clean-100/4014/186176/4014-186176-0022.flac
1624,M,train-clean-100,57040,train-clean-100/1624/168623/1624-168623-0037.flac
1455,M,train-clean-100,57040,train-clean-100/1455/134435/1455-134435-0019.flac
211,F,train-clean-100,57040,train-clean-100/211/122425/211-122425-0072.flac
3879,F,train-clean-100,57040,train-clean-100/3879/173592/3879-173592-0043.flac
8629,M,train-clean-100,57040,train-clean-100/8629/261139/8629-261139-0067.flac
1183,F,train-clean-100,57120,train-clean-100/1183/133256/1183-133256-0025.flac
27,M,train-clean-100,57120,train-clean-100/27/124992/27-124992-0020.flac
5778,F,train-clean-100,57200,train-clean-100/5778/12761/5778-12761-0032.flac
78,M,train-clean-100,57200,train-clean-100/78/368/78-368-0042.flac
5561,F,train-clean-100,57200,train-clean-100/5561/41615/5561-41615-0000.flac
6000,F,train-clean-100,57280,train-clean-100/6000/55211/6000-55211-0010.flac
3982,F,train-clean-100,57280,train-clean-100/3982/178459/3982-178459-0036.flac
2989,F,train-clean-100,57360,train-clean-100/2989/138035/2989-138035-0031.flac
2817,F,train-clean-100,57440,train-clean-100/2817/142371/2817-142371-0062.flac
1898,F,train-clean-100,57440,train-clean-100/1898/145715/1898-145715-0049.flac
7264,M,train-clean-100,57520,train-clean-100/7264/92310/7264-92310-0008.flac
5750,M,train-clean-100,57520,train-clean-100/5750/35690/5750-35690-0002.flac
118,M,train-clean-100,57520,train-clean-100/118/121721/118-121721-0000.flac
1447,F,train-clean-100,57600,train-clean-100/1447/130550/1447-130550-0002.flac
1246,F,train-clean-100,57600,train-clean-100/1246/135815/1246-135815-0016.flac
5789,F,train-clean-100,57680,train-clean-100/5789/57195/5789-57195-0035.flac
3168,M,train-clean-100,57760,train-clean-100/3168/173565/3168-173565-0046.flac
307,M,train-clean-100,57840,train-clean-100/307/127535/307-127535-0017.flac
839,M,train-clean-100,57840,train-clean-100/839/130898/839-130898-0056.flac
7367,M,train-clean-100,57920,train-clean-100/7367/86737/7367-86737-0040.flac
3242,M,train-clean-100,58000,train-clean-100/3242/8112/3242-8112-0044.flac
5456,M,train-clean-100,58000,train-clean-100/5456/24741/5456-24741-0017.flac
7367,M,train-clean-100,58080,train-clean-100/7367/86737/7367-86737-0000.flac
311,M,train-clean-100,58080,train-clean-100/311/124404/311-124404-0063.flac
5049,M,train-clean-100,58080,train-clean-100/5049/25947/5049-25947-0061.flac
8747,M,train-clean-100,58160,train-clean-100/8747/293952/8747-293952-0109.flac
3440,F,train-clean-100,58160,train-clean-100/3440/171006/3440-171006-0024.flac
1963,F,train-clean-100,58160,train-clean-100/1963/142776/1963-142776-0017.flac
5561,F,train-clean-100,58240,train-clean-100/5561/39621/5561-39621-0022.flac
27,M,train-clean-100,58240,train-clean-100/27/124992/27-124992-0037.flac
5688,F,train-clean-100,58240,train-clean-100/5688/15787/5688-15787-0028.flac
8238,F,train-clean-100,58241,train-clean-100/8238/274553/8238-274553-0041.flac
625,M,train-clean-100,58320,train-clean-100/625/132112/625-132112-0031.flac
4018,M,train-clean-100,58400,train-clean-100/4018/107338/4018-107338-0002.flac
7190,M,train-clean-100,58400,train-clean-100/7190/90542/7190-90542-0023.flac
7178,F,train-clean-100,58400,train-clean-100/7178/34644/7178-34644-0029.flac
1898,F,train-clean-100,58400,train-clean-100/1898/145724/1898-145724-0009.flac
83,F,train-clean-100,58400,train-clean-100/83/9960/83-9960-0019.flac
6078,F,train-clean-100,58400,train-clean-100/6078/54013/6078-54013-0024.flac
3879,F,train-clean-100,58400,train-clean-100/3879/174923/3879-174923-0070.flac
8063,M,train-clean-100,58480,train-clean-100/8063/274115/8063-274115-0027.flac
7859,F,train-clean-100,58480,train-clean-100/7859/102519/7859-102519-0051.flac
6385,F,train-clean-100,58560,train-clean-100/6385/220959/6385-220959-0042.flac
2764,F,train-clean-100,58560,train-clean-100/2764/36617/2764-36617-0037.flac
7078,F,train-clean-100,58640,train-clean-100/7078/271888/7078-271888-0087.flac
5688,F,train-clean-100,58720,train-clean-100/5688/41232/5688-41232-0038.flac
445,M,train-clean-100,58720,train-clean-100/445/123857/445-123857-0003.flac
1447,F,train-clean-100,58720,train-clean-100/1447/130550/1447-130550-0026.flac
7302,F,train-clean-100,58720,train-clean-100/7302/86815/7302-86815-0008.flac
3259,F,train-clean-100,58800,train-clean-100/3259/158083/3259-158083-0037.flac
211,F,train-clean-100,58800,train-clean-100/211/122442/211-122442-0083.flac
1034,M,train-clean-100,58800,train-clean-100/1034/121119/1034-121119-0042.flac
8226,M,train-clean-100,58800,train-clean-100/8226/274371/8226-274371-0045.flac
8975,F,train-clean-100,58880,train-clean-100/8975/270782/8975-270782-0108.flac
2518,M,train-clean-100,58960,train-clean-100/2518/154825/2518-154825-0037.flac
4137,F,train-clean-100,58960,train-clean-100/4137/11702/4137-11702-0029.flac
4441,M,train-clean-100,58960,train-clean-100/4441/76262/4441-76262-0000.flac
5049,M,train-clean-100,58960,train-clean-100/5049/25947/5049-25947-0103.flac
8747,M,train-clean-100,58960,train-clean-100/8747/293952/8747-293952-0056.flac
39,F,train-clean-100,58960,train-clean-100/39/121914/39-121914-0001.flac
3723,M,train-clean-100,58960,train-clean-100/3723/171631/3723-171631-0042.flac
8063,M,train-clean-100,58960,train-clean-100/8063/274117/8063-274117-0006.flac
6531,F,train-clean-100,59040,train-clean-100/6531/61334/6531-61334-0066.flac
8238,F,train-clean-100,59040,train-clean-100/8238/274553/8238-274553-0023.flac
2182,F,train-clean-100,59040,train-clean-100/2182/181183/2182-181183-0010.flac
1034,M,train-clean-100,59120,train-clean-100/1034/121119/1034-121119-0093.flac
4088,F,train-clean-100,59120,train-clean-100/4088/158077/4088-158077-0076.flac
2136,M,train-clean-100,59120,train-clean-100/2136/5143/2136-5143-0010.flac
6880,M,train-clean-100,59200,train-clean-100/6880/216547/6880-216547-0014.flac
3374,M,train-clean-100,59200,train-clean-100/3374/298026/3374-298026-0004.flac
5652,F,train-clean-100,59200,train-clean-100/5652/39938/5652-39938-0066.flac
887,F,train-clean-100,59280,train-clean-100/887/123291/887-123291-0029.flac
5049,M,train-clean-100,59280,train-clean-100/5049/25947/5049-25947-0010.flac
8098,M,train-clean-100,59360,train-clean-100/8098/275181/8098-275181-0015.flac
226,F,train-clean-100,59360,train-clean-100/226/131532/226-131532-0034.flac
5456,M,train-clean-100,59360,train-clean-100/5456/62014/5456-62014-0009.flac
307,M,train-clean-100,59360,train-clean-100/307/127539/307-127539-0005.flac
1447,F,train-clean-100,59360,train-clean-100/1447/130552/1447-130552-0005.flac
4267,M,train-clean-100,59360,train-clean-100/4267/78186/4267-78186-0029.flac
4680,F,train-clean-100,59360,train-clean-100/4680/16042/4680-16042-0004.flac
125,F,train-clean-100,59440,train-clean-100/125/121124/125-121124-0003.flac
125,F,train-clean-100,59440,train-clean-100/125/121124/125-121124-0086.flac
6367,M,train-clean-100,59440,train-clean-100/6367/74004/6367-74004-0028.flac
150,F,train-clean-100,59440,train-clean-100/150/132655/150-132655-0033.flac
6147,F,train-clean-100,59520,train-clean-100/6147/34605/6147-34605-0040.flac
3664,M,train-clean-100,59520,train-clean-100/3664/178366/3664-178366-0007.flac
1737,F,train-clean-100,59520,train-clean-100/1737/142396/1737-142396-0014.flac
839,M,train-clean-100,59600,train-clean-100/839/130898/839-130898-0013.flac
4014,M,train-clean-100,59600,train-clean-100/4014/186179/4014-186179-0046.flac
5192,M,train-clean-100,59600,train-clean-100/5192/19396/5192-19396-0022.flac
5390,M,train-clean-100,59680,train-clean-100/5390/24512/5390-24512-0041.flac
405,M,train-clean-100,59680,train-clean-100/405/130894/405-130894-0053.flac
4441,M,train-clean-100,59680,train-clean-100/4441/76263/4441-76263-0042.flac
8747,M,train-clean-100,59680,train-clean-100/8747/293952/8747-293952-0054.flac
4640,F,train-clean-100,59680,train-clean-100/4640/19187/4640-19187-0027.flac
4051,F,train-clean-100,59760,train-clean-100/4051/11217/4051-11217-0008.flac
39,F,train-clean-100,59760,train-clean-100/39/121915/39-121915-0007.flac
2764,F,train-clean-100,59760,train-clean-100/2764/36616/2764-36616-0009.flac
27,M,train-clean-100,59760,train-clean-100/27/124992/27-124992-0031.flac
460,M,train-clean-100,59760,train-clean-100/460/172359/460-172359-0040.flac
1898,F,train-clean-100,59840,train-clean-100/1898/145720/1898-145720-0012.flac
89,F,train-clean-100,59840,train-clean-100/89/219/89-219-0059.flac
8838,M,train-clean-100,59840,train-clean-100/8838/298546/8838-298546-0041.flac
3242,M,train-clean-100,59840,train-clean-100/3242/67153/3242-67153-0011.flac
6081,M,train-clean-100,59840,train-clean-100/6081/41997/6081-41997-0006.flac
1553,F,train-clean-100,59920,train-clean-100/1553/140047/1553-140047-0011.flac
3242,M,train-clean-100,59920,train-clean-100/3242/8112/3242-8112-0038.flac
118,M,train-clean-100,59920,train-clean-100/118/47824/118-47824-0032.flac
2391,F,train-clean-100,60000,train-clean-100/2391/145015/2391-145015-0105.flac
5561,F,train-clean-100,60000,train-clean-100/5561/41615/5561-41615-0005.flac
302,F,train-clean-100,60080,train-clean-100/302/123523/302-123523-0021.flac
2391,F,train-clean-100,60160,train-clean-100/2391/145015/2391-145015-0063.flac
3259,F,train-clean-100,60160,train-clean-100/3259/158083/3259-158083-0006.flac
7190,M,train-clean-100,60160,train-clean-100/7190/90543/7190-90543-0026.flac
3440,F,train-clean-100,60240,train-clean-100/3440/171009/3440-171009-0062.flac
1069,F,train-clean-100,60240,train-clean-100/1069/133709/1069-133709-0003.flac
125,F,train-clean-100,60320,train-clean-100/125/121124/125-121124-0088.flac
458,M,train-clean-100,60320,train-clean-100/458/126290/458-126290-0019.flac
2007,F,train-clean-100,60400,train-clean-100/2007/149877/2007-149877-0061.flac
8063,M,train-clean-100,60400,train-clean-100/8063/274112/8063-274112-0003.flac
730,F,train-clean-100,60400,train-clean-100/730/359/730-359-0018.flac
8629,M,train-clean-100,60400,train-clean-100/8629/261139/8629-261139-0041.flac
87,F,train-clean-100,60400,train-clean-100/87/121553/87-121553-0077.flac
2989,F,train-clean-100,60400,train-clean-100/2989/138035/2989-138035-0063.flac
1081,M,train-clean-100,60400,train-clean-100/1081/128618/1081-128618-0012.flac
150,F,train-clean-100,60400,train-clean-100/150/132655/150-132655-0026.flac
1624,M,train-clean-100,60480,train-clean-100/1624/168623/1624-168623-0019.flac
1447,F,train-clean-100,60480,train-clean-100/1447/130552/1447-130552-0007.flac
3242,M,train-clean-100,60480,train-clean-100/3242/67168/3242-67168-0012.flac
322,F,train-clean-100,60480,train-clean-100/322/124146/322-124146-0037.flac
2002,M,train-clean-100,60560,train-clean-100/2002/139469/2002-139469-0069.flac
6836,M,train-clean-100,60560,train-clean-100/6836/61803/6836-61803-0038.flac
5867,F,train-clean-100,60560,train-clean-100/5867/48852/5867-48852-0020.flac
730,F,train-clean-100,60560,train-clean-100/730/358/730-358-0054.flac
27,M,train-clean-100,60560,train-clean-100/27/124992/27-124992-0039.flac
60,M,train-clean-100,60560,train-clean-100/60/121082/60-121082-0077.flac
8238,F,train-clean-100,60561,train-clean-100/8238/274553/8238-274553-0053.flac
5652,F,train-clean-100,60640,train-clean-100/5652/19215/5652-19215-0021.flac
2391,F,train-clean-100,60640,train-clean-100/2391/145015/2391-145015-0107.flac
2691,F,train-clean-100,60640,train-clean-100/2691/156745/2691-156745-0013.flac
289,F,train-clean-100,60640,train-clean-100/289/121652/289-121652-0038.flac
8324,F,train-clean-100,60720,train-clean-100/8324/286681/8324-286681-0004.flac
7302,F,train-clean-100,60720,train-clean-100/7302/86815/7302-86815-0062.flac
1081,M,train-clean-100,60720,train-clean-100/1081/125237/1081-125237-0020.flac
3830,M,train-clean-100,60720,train-clean-100/3830/12535/3830-12535-0018.flac
125,F,train-clean-100,60800,train-clean-100/125/121124/125-121124-0047.flac
5049,M,train-clean-100,60800,train-clean-100/5049/25947/5049-25947-0111.flac
27,M,train-clean-100,60800,train-clean-100/27/124992/27-124992-0005.flac
163,M,train-clean-100,60800,train-clean-100/163/122947/163-122947-0022.flac
5652,F,train-clean-100,60800,train-clean-100/5652/19215/5652-19215-0041.flac
5561,F,train-clean-100,60800,train-clean-100/5561/41615/5561-41615-0046.flac
3374,M,train-clean-100,60880,train-clean-100/3374/298025/3374-298025-0018.flac
3242,M,train-clean-100,60880,train-clean-100/3242/67153/3242-67153-0021.flac
4014,M,train-clean-100,60880,train-clean-100/4014/186179/4014-186179-0004.flac
200,F,train-clean-100,60880,train-clean-100/200/126784/200-126784-0034.flac
730,F,train-clean-100,60880,train-clean-100/730/358/730-358-0006.flac
5652,F,train-clean-100,60880,train-clean-100/5652/19215/5652-19215-0019.flac
1867,M,train-clean-100,60880,train-clean-100/1867/154071/1867-154071-0005.flac
445,M,train-clean-100,60960,train-clean-100/445/123857/445-123857-0004.flac
103,F,train-clean-100,60960,train-clean-100/103/1240/103-1240-0015.flac
8108,M,train-clean-100,60960,train-clean-100/8108/280354/8108-280354-0014.flac
2196,F,train-clean-100,60960,train-clean-100/2196/170151/2196-170151-0034.flac
405,M,train-clean-100,60960,train-clean-100/405/130894/405-130894-0077.flac
5561,F,train-clean-100,61040,train-clean-100/5561/41616/5561-41616-0018.flac
5339,F,train-clean-100,61040,train-clean-100/5339/14133/5339-14133-0047.flac
3240,M,train-clean-100,61040,train-clean-100/3240/131232/3240-131232-0001.flac
1502,F,train-clean-100,61040,train-clean-100/1502/122619/1502-122619-0069.flac
27,M,train-clean-100,61120,train-clean-100/27/124992/27-124992-0051.flac
2989,F,train-clean-100,61120,train-clean-100/2989/138028/2989-138028-0042.flac
1867,M,train-clean-100,61120,train-clean-100/1867/154071/1867-154071-0000.flac
211,F,train-clean-100,61120,train-clean-100/211/122442/211-122442-0010.flac
4441,M,train-clean-100,61200,train-clean-100/4441/76250/4441-76250-0006.flac
32,F,train-clean-100,61200,train-clean-100/32/4137/32-4137-0030.flac
4406,M,train-clean-100,61280,train-clean-100/4406/16883/4406-16883-0006.flac
3486,M,train-clean-100,61280,train-clean-100/3486/166424/3486-166424-0051.flac
2764,F,train-clean-100,61280,train-clean-100/2764/36619/2764-36619-0018.flac
254,M,train-clean-100,61280,train-clean-100/254/27760/254-27760-0004.flac
4051,F,train-clean-100,61280,train-clean-100/4051/11218/4051-11218-0039.flac
8123,F,train-clean-100,61360,train-clean-100/8123/275209/8123-275209-0021.flac
4441,M,train-clean-100,61360,train-clean-100/4441/76263/4441-76263-0016.flac
311,M,train-clean-100,61360,train-clean-100/311/124404/311-124404-0062.flac
1235,M,train-clean-100,61360,train-clean-100/1235/135883/1235-135883-0024.flac
8324,F,train-clean-100,61360,train-clean-100/8324/286682/8324-286682-0013.flac
8051,F,train-clean-100,61440,train-clean-100/8051/295385/8051-295385-0035.flac
4340,F,train-clean-100,61440,train-clean-100/4340/15220/4340-15220-0047.flac
4441,M,train-clean-100,61440,train-clean-100/4441/76262/4441-76262-0015.flac
3723,M,train-clean-100,61520,train-clean-100/3723/171631/3723-171631-0027.flac
5049,M,train-clean-100,61520,train-clean-100/5049/25947/5049-25947-0011.flac
307,M,train-clean-100,61520,train-clean-100/307/127535/307-127535-0045.flac
441,F,train-clean-100,61600,train-clean-100/441/128982/441-128982-0028.flac
1246,F,train-clean-100,61600,train-clean-100/1246/135815/1246-135815-0022.flac
839,M,train-clean-100,61600,train-clean-100/839/130898/839-130898-0000.flac
2911,M,train-clean-100,61600,train-clean-100/2911/12359/2911-12359-0010.flac
1455,M,train-clean-100,61600,train-clean-100/1455/138263/1455-138263-0013.flac
911,M,train-clean-100,61760,train-clean-100/911/128684/911-128684-0087.flac
4406,M,train-clean-100,61760,train-clean-100/4406/16883/4406-16883-0004.flac
8465,F,train-clean-100,61760,train-clean-100/8465/246942/8465-246942-0010.flac
4362,F,train-clean-100,61840,train-clean-100/4362/15663/4362-15663-0085.flac
7800,F,train-clean-100,61840,train-clean-100/7800/283478/7800-283478-0018.flac
211,F,train-clean-100,61840,train-clean-100/211/122442/211-122442-0071.flac
460,M,train-clean-100,61840,train-clean-100/460/172359/460-172359-0043.flac
211,F,train-clean-100,61920,train-clean-100/211/122442/211-122442-0028.flac
211,F,train-clean-100,62000,train-clean-100/211/122442/211-122442-0066.flac
6272,F,train-clean-100,62000,train-clean-100/6272/70168/6272-70168-0016.flac
3830,M,train-clean-100,62080,train-clean-100/3830/12535/3830-12535-0004.flac
3830,M,train-clean-100,62080,train-clean-100/3830/12535/3830-12535-0020.flac
8063,M,train-clean-100,62160,train-clean-100/8063/274115/8063-274115-0033.flac
7402,M,train-clean-100,62240,train-clean-100/7402/59171/7402-59171-0033.flac
322,F,train-clean-100,62240,train-clean-100/322/124147/322-124147-0032.flac
2910,F,train-clean-100,62240,train-clean-100/2910/131096/2910-131096-0047.flac
8468,F,train-clean-100,62240,train-clean-100/8468/294887/8468-294887-0026.flac
1578,F,train-clean-100,62320,train-clean-100/1578/6379/1578-6379-0025.flac
4014,M,train-clean-100,62400,train-clean-100/4014/186175/4014-186175-0021.flac
1263,F,train-clean-100,62400,train-clean-100/1263/138246/1263-138246-0034.flac
1455,M,train-clean-100,62400,train-clean-100/1455/138263/1455-138263-0033.flac
211,F,train-clean-100,62480,train-clean-100/211/122442/211-122442-0082.flac
83,F,train-clean-100,62480,train-clean-100/83/11691/83-11691-0013.flac
229,M,train-clean-100,62480,train-clean-100/229/130880/229-130880-0089.flac
1246,F,train-clean-100,62480,train-clean-100/1246/135815/1246-135815-0023.flac
6385,F,train-clean-100,62481,train-clean-100/6385/220959/6385-220959-0000.flac
6272,F,train-clean-100,62559,train-clean-100/6272/70191/6272-70191-0013.flac
1034,M,train-clean-100,62560,train-clean-100/1034/121119/1034-121119-0018.flac
8063,M,train-clean-100,62560,train-clean-100/8063/274116/8063-274116-0020.flac
3168,M,train-clean-100,62560,train-clean-100/3168/173565/3168-173565-0052.flac
6081,M,train-clean-100,62560,train-clean-100/6081/41998/6081-41998-0003.flac
7190,M,train-clean-100,62560,train-clean-100/7190/90542/7190-90542-0036.flac
7635,F,train-clean-100,62560,train-clean-100/7635/105409/7635-105409-0037.flac
1926,F,train-clean-100,62560,train-clean-100/1926/143879/1926-143879-0002.flac
1447,F,train-clean-100,62560,train-clean-100/1447/130551/1447-130551-0023.flac
4640,F,train-clean-100,62640,train-clean-100/4640/19187/4640-19187-0041.flac
5192,M,train-clean-100,62640,train-clean-100/5192/19397/5192-19397-0003.flac
3436,M,train-clean-100,62720,train-clean-100/3436/172171/3436-172171-0027.flac
4051,F,train-clean-100,62800,train-clean-100/4051/11217/4051-11217-0009.flac
1235,M,train-clean-100,62800,train-clean-100/1235/135883/1235-135883-0007.flac
1867,M,train-clean-100,62800,train-clean-100/1867/154071/1867-154071-0034.flac
4014,M,train-clean-100,62800,train-clean-100/4014/186176/4014-186176-0032.flac
1737,F,train-clean-100,62800,train-clean-100/1737/148989/1737-148989-0012.flac
4051,F,train-clean-100,62800,train-clean-100/4051/10927/4051-10927-0022.flac
5339,F,train-clean-100,62800,train-clean-100/5339/14134/5339-14134-0057.flac
5339,F,train-clean-100,62800,train-clean-100/5339/14134/5339-14134-0022.flac
4406,M,train-clean-100,62880,train-clean-100/4406/16882/4406-16882-0052.flac
7078,F,train-clean-100,62880,train-clean-100/7078/271888/7078-271888-0084.flac
1926,F,train-clean-100,62880,train-clean-100/1926/143879/1926-143879-0016.flac
5750,M,train-clean-100,62880,train-clean-100/5750/35690/5750-35690-0009.flac
2989,F,train-clean-100,62960,train-clean-100/2989/138035/2989-138035-0054.flac
118,M,train-clean-100,62960,train-clean-100/118/121721/118-121721-0022.flac
1235,M,train-clean-100,62960,train-clean-100/1235/135883/1235-135883-0032.flac
2911,M,train-clean-100,63040,train-clean-100/2911/12359/2911-12359-0006.flac
4195,F,train-clean-100,63040,train-clean-100/4195/17507/4195-17507-0039.flac
3830,M,train-clean-100,63040,train-clean-100/3830/12529/3830-12529-0005.flac
1098,F,train-clean-100,63040,train-clean-100/1098/133695/1098-133695-0086.flac
5514,F,train-clean-100,63040,train-clean-100/5514/19192/5514-19192-0000.flac
2391,F,train-clean-100,63040,train-clean-100/2391/145015/2391-145015-0120.flac
6078,F,train-clean-100,63040,train-clean-100/6078/54013/6078-54013-0002.flac
6531,F,train-clean-100,63120,train-clean-100/6531/61334/6531-61334-0080.flac
8629,M,train-clean-100,63200,train-clean-100/8629/261140/8629-261140-0018.flac
481,M,train-clean-100,63200,train-clean-100/481/123720/481-123720-0020.flac
1246,F,train-clean-100,63200,train-clean-100/1246/124548/1246-124548-0008.flac
3374,M,train-clean-100,63280,train-clean-100/3374/298026/3374-298026-0046.flac
2893,M,train-clean-100,63280,train-clean-100/2893/139310/2893-139310-0017.flac
32,F,train-clean-100,63280,train-clean-100/32/4137/32-4137-0058.flac
4859,M,train-clean-100,63280,train-clean-100/4859/29340/4859-29340-0022.flac
26,M,train-clean-100,63280,train-clean-100/26/495/26-495-0018.flac
83,F,train-clean-100,63280,train-clean-100/83/11691/83-11691-0020.flac
4813,M,train-clean-100,63280,train-clean-100/4813/248638/4813-248638-0005.flac
4051,F,train-clean-100,63360,train-clean-100/4051/11218/4051-11218-0004.flac
2436,M,train-clean-100,63360,train-clean-100/2436/2481/2436-2481-0007.flac
8088,M,train-clean-100,63360,train-clean-100/8088/284756/8088-284756-0017.flac
4014,M,train-clean-100,63360,train-clean-100/4014/186179/4014-186179-0044.flac
78,M,train-clean-100,63360,train-clean-100/78/368/78-368-0038.flac
445,M,train-clean-100,63440,train-clean-100/445/123857/445-123857-0016.flac
118,M,train-clean-100,63440,train-clean-100/118/47824/118-47824-0002.flac
1737,F,train-clean-100,63440,train-clean-100/1737/142397/1737-142397-0011.flac
4051,F,train-clean-100,63440,train-clean-100/4051/11218/4051-11218-0000.flac
254,M,train-clean-100,63440,train-clean-100/254/27760/254-27760-0010.flac
328,F,train-clean-100,63520,train-clean-100/328/129766/328-129766-0044.flac
6880,M,train-clean-100,63520,train-clean-100/6880/216547/6880-216547-0056.flac
1553,F,train-clean-100,63520,train-clean-100/1553/140047/1553-140047-0051.flac
3982,F,train-clean-100,63600,train-clean-100/3982/182255/3982-182255-0027.flac
4195,F,train-clean-100,63600,train-clean-100/4195/17507/4195-17507-0011.flac
6019,M,train-clean-100,63600,train-clean-100/6019/3185/6019-3185-0030.flac
6078,F,train-clean-100,63600,train-clean-100/6078/54013/6078-54013-0038.flac
211,F,train-clean-100,63600,train-clean-100/211/122425/211-122425-0024.flac
328,F,train-clean-100,63680,train-clean-100/328/129766/328-129766-0074.flac
458,M,train-clean-100,63680,train-clean-100/458/126305/458-126305-0039.flac
89,F,train-clean-100,63680,train-clean-100/89/218/89-218-0049.flac
307,M,train-clean-100,63680,train-clean-100/307/127535/307-127535-0015.flac
5104,M,train-clean-100,63680,train-clean-100/5104/33406/5104-33406-0012.flac
1502,F,train-clean-100,63680,train-clean-100/1502/122619/1502-122619-0090.flac
1502,F,train-clean-100,63680,train-clean-100/1502/122619/1502-122619-0023.flac
6563,M,train-clean-100,63760,train-clean-100/6563/285357/6563-285357-0026.flac
4014,M,train-clean-100,63760,train-clean-100/4014/186183/4014-186183-0025.flac
5652,F,train-clean-100,63760,train-clean-100/5652/19215/5652-19215-0010.flac
1963,F,train-clean-100,63760,train-clean-100/1963/142393/1963-142393-0038.flac
1737,F,train-clean-100,63760,train-clean-100/1737/146161/1737-146161-0013.flac
4859,M,train-clean-100,63840,train-clean-100/4859/22176/4859-22176-0022.flac
1898,F,train-clean-100,63920,train-clean-100/1898/145724/1898-145724-0036.flac
5750,M,train-clean-100,63920,train-clean-100/5750/100289/5750-100289-0042.flac
1926,F,train-clean-100,63920,train-clean-100/1926/143879/1926-143879-0029.flac
32,F,train-clean-100,64080,train-clean-100/32/21634/32-21634-0009.flac
1926,F,train-clean-100,64080,train-clean-100/1926/147987/1926-147987-0024.flac
5456,M,train-clean-100,64080,train-clean-100/5456/24741/5456-24741-0015.flac
8063,M,train-clean-100,64240,train-clean-100/8063/274112/8063-274112-0034.flac
6078,F,train-clean-100,64240,train-clean-100/6078/54013/6078-54013-0037.flac
5192,M,train-clean-100,64320,train-clean-100/5192/19397/5192-19397-0000.flac
2007,F,train-clean-100,64320,train-clean-100/2007/149877/2007-149877-0042.flac
374,M,train-clean-100,64320,train-clean-100/374/180298/374-180298-0046.flac
5561,F,train-clean-100,64400,train-clean-100/5561/39621/5561-39621-0016.flac
307,M,train-clean-100,64400,train-clean-100/307/127539/307-127539-0010.flac
27,M,train-clean-100,64400,train-clean-100/27/124992/27-124992-0019.flac
8747,M,train-clean-100,64480,train-clean-100/8747/293952/8747-293952-0059.flac
1034,M,train-clean-100,64480,train-clean-100/1034/121119/1034-121119-0067.flac
7278,M,train-clean-100,64480,train-clean-100/7278/104730/7278-104730-0016.flac
6064,F,train-clean-100,64480,train-clean-100/6064/56168/6064-56168-0006.flac
83,F,train-clean-100,64480,train-clean-100/83/11691/83-11691-0018.flac
163,M,train-clean-100,64480,train-clean-100/163/122947/163-122947-0000.flac
7178,F,train-clean-100,64480,train-clean-100/7178/34644/7178-34644-0063.flac
2952,M,train-clean-100,64480,train-clean-100/2952/408/2952-408-0005.flac
4813,M,train-clean-100,64560,train-clean-100/4813/248638/4813-248638-0039.flac
1098,F,train-clean-100,64560,train-clean-100/1098/133695/1098-133695-0080.flac
441,F,train-clean-100,64560,train-clean-100/441/128988/441-128988-0000.flac
481,M,train-clean-100,64560,train-clean-100/481/123720/481-123720-0039.flac
2289,M,train-clean-100,64560,train-clean-100/2289/152258/2289-152258-0014.flac
7302,F,train-clean-100,64640,train-clean-100/7302/86814/7302-86814-0016.flac
5514,F,train-clean-100,64640,train-clean-100/5514/19192/5514-19192-0013.flac
1578,F,train-clean-100,64640,train-clean-100/1578/6379/1578-6379-0013.flac
1963,F,train-clean-100,64640,train-clean-100/1963/147036/1963-147036-0027.flac
3242,M,train-clean-100,64640,train-clean-100/3242/8112/3242-8112-0027.flac
